Borough Name,BIN Number,Permit Expiration Date,Permit Issuance Date,Permit Number,Permit Type,Permit Status,Job Number,Job Type,Horizontal Enlargement Flag,Vertical Enlargement Flag,Current Job Status Description,Total Construction Floor Area,Proposed Dwelling Units,Proposed Stories,Estimated Job Cost,Job Location Street Name,Block,Lot,Community Board,Applicant Business Name,Latitude Point,Longitude Point
QUEENS,4134891,3/2/2022,9/10/2021,Q00501604-I1-GC-CX,,Permit Issued,Q00501604-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,2168.0,1,1,314550.0,32-30 212 STREET  QUEENS,6061,40,411,SPLEN CONSTRUCTION INC,40.77232,-73.77671
QUEENS,4135706,9/9/2022,10/29/2021,Q00562176-I1-GC-CX,,Permit Issued,Q00562176-I1,Alteration CO,,Yes,Permit Entire,3060.0,1,2,177625.0,209-38 33 ROAD  QUEENS,6101,5,411,GALLAGHER O'CONNOR DEVELO,40.76987,-73.77882
QUEENS,4136118,5/2/2022,10/30/2021,Q00535007-I1-GC-CX,,Permit Issued,Q00535007-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,2252.0,2,2,336600.0,35-19 203 STREET  QUEENS,6148,45,411,TT&T CONSTRUCTION INC,40.7656,-73.78385
QUEENS,4137135,4/4/2022,12/8/2021,Q00490095-I1-GC-CX,,Permit Issued,Q00490095-I1,Alteration CO,Yes,Yes,Permit Entire,1170.0,1,2,203650.0,39-25 202 STREET  QUEENS,6205,123,411,FIRST WORLD DEVELOPMENT,40.76175,-73.78271
QUEENS,4138401,8/20/2022,8/20/2021,Q00499819-S1-GC-CX,,Permit Issued,Q00499819-S1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,2571.0,2,3,129711.0,40-12 217 STREET  QUEENS,6304,12,411,JD ARCH LLC,40.7647,-73.76614
QUEENS,4138403,4/21/2022,12/29/2021,Q00485817-I1-GC,,Permit Issued,Q00485817-I1,New Building,,,Permit Entire,4614.0,2,2,461400.0,40-20 217 STREET  QUEENS,6304,16,411,SAFETY PRO CONSTRUCTION,40.76448,-73.76608
QUEENS,4140953,3/2/2022,9/17/2021,Q00477553-I1-GC-CX,,Permit Issued,Q00477553-I1,Alteration CO,Yes,,Permit Entire,1653.0,2,2,130000.0,148-02 61 ROAD  QUEENS,6427,1,408,SPLEN CONSTRUCTION INC,40.74015,-73.82207
QUEENS,4141480,3/2/2022,9/14/2021,Q00530071-I1-GC-CX,,Permit Issued,Q00530071-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,3367.0,2,2,355165.0,153-18 59 AVENUE  QUEENS,6440,4,407,SPLEN CONSTRUCTION INC,40.74083,-73.81625
QUEENS,4142850,5/14/2022,7/15/2021,Q00526667-I1-GC,,Permit Issued,Q00526667-I1,Alteration CO,Yes,Yes,Permit Entire,4831.0,1,2,483100.0,137-12 72 ROAD  QUEENS,6602,6,408,EMPIRE GROUP NYC LLC,40.7248,-73.82477
QUEENS,4145944,2/14/2022,8/2/2021,Q00493983-I1-GC-CX,,Permit Issued,Q00493983-I1,Alteration CO,Yes,,Permit Entire,1395.0,2,2,487000.0,57-32 157 STREET  QUEENS,6723,20,407,NEW YORK CONSTRUCTION MA*,40.74155,-73.81145
QUEENS,4146123,5/2/2022,10/29/2021,Q00505704-I1-GC-CX,,Permit Issued,Q00505704-I1,New Building,,,Permit Entire,2697.0,2,2,5000.0,57-11 162 STREET  QUEENS,6729,25,407,TT&T CONSTRUCTION INC,40.74163,-73.8061
QUEENS,4147854,5/11/2022,10/7/2021,Q00514360-I1-GC-CX,,Permit Issued,Q00514360-I1,New Building,,,Permit Entire,2097.0,2,2,5000.0,158-31 77 ROAD  QUEENS,6827,14,408,DAJ EMR LLC,40.72339,-73.80887
QUEENS,4147998,3/2/2022,10/5/2021,Q00523431-I1-GC-CX,,Permit Issued,Q00523431-I1,Alteration CO,,Yes,Permit Entire,3110.0,2,2,303800.0,160-28 73 AVENUE  QUEENS,6833,36,408,SPLEN CONSTRUCTION INC,40.7273,-73.80769
QUEENS,4148313,2/21/2022,8/19/2021,Q00485635-S2-GC,,Permit Issued,Q00485635-S2,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Issued,4803.0,1,2,117669.0,162-19 78 AVENUE  QUEENS,6850,23,408,CTI CONSTRUCTION INC,40.72305,-73.80541
QUEENS,4148530,2/14/2022,6/9/2021,Q00495326-S1-ST,,Permit Issued,Q00495326-S1,Alteration CO,Yes,Yes,Permit Entire,1080.0,2,2,58500.0,158-14 82 DRIVE  QUEENS,6859,26,408,NEW YORK CONSTRUCTION MA*,40.71672,-73.80738
QUEENS,4149651,2/1/2022,10/22/2021,Q00570808-I1-GC-CX,,Permit Issued,Q00570808-I1,ALT-CO - New Building with Existing Elements to Remain,No,Yes,Permit Entire,4342.0,1,2,727860.0,67-14 172 STREET  QUEENS,6925,54,408,JYNY CONSTRUCTION CORP,40.73421,-73.79785
QUEENS,4150844,9/17/2022,11/9/2021,Q00577221-I1-GC-CX,,Permit Issued,Q00577221-I1,Alteration CO,Yes,Yes,Permit Entire,3379.35,2,2,218970.0,164-22 76 ROAD  QUEENS,6969,15,408,J&J DESIGNS INC,40.72495,-73.80392
QUEENS,4151019,2/27/2022,10/22/2021,Q00492892-I1-GC,,Permit Issued,Q00492892-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,4232.0,1,2,402040.0,73-25 170 STREET  QUEENS,6978,11,408,ACCRETE CONSTRUCTION GROU,40.72788,-73.79912
QUEENS,4152411,3/2/2022,6/23/2021,Q00500449-I1-GC-CX,,Permit Issued,Q00500449-I1,Alteration CO,Yes,,Permit Entire,940.0,2,2,428682.0,82-43 165 STREET  QUEENS,7040,8,408,SPLEN CONSTRUCTION INC,40.71846,-73.80113
QUEENS,4152422,3/2/2022,10/29/2021,Q00578730-I1-GC-CX,,Permit Issued,Q00578730-I1,Alteration CO,Yes,,Permit Entire,921.72,2,2,300516.0,82-17 165 STREET  QUEENS,7040,19,408,SPLEN CONSTRUCTION INC,40.71914,-73.80131
QUEENS,4153414,2/1/2022,8/2/2021,Q00494431-I1-GC,,Permit Issued,Q00494431-I1,Alteration CO,,Yes,Permit Entire,3472.0,1,2,434000.0,69-20 178 STREET  QUEENS,7130,9,408,JYNY CONSTRUCTION CORP,40.73216,-73.79289
QUEENS,4154939,7/31/2022,9/10/2021,Q00543913-I1-GC-CX,,Permit Issued,Q00543913-I1,Alteration CO,,Yes,Permit Entire,3349.51,1,2,404880.0,75-19 184 STREET  QUEENS,7201,75,408,NY DYNAMIC CONSTRUCTION C,40.72984,-73.78529
QUEENS,4155044,3/2/2022,1/6/2022,Q00609224-I1-GC-CX,,Permit Issued,Q00609224-I1,Alteration CO,Yes,,Permit Entire,3015.0,1,2,250000.0,75-19 187 STREET  QUEENS,7204,66,408,SPLEN CONSTRUCTION INC,40.73059,-73.78255
QUEENS,4155769,7/1/2022,8/6/2021,Q00500346-I1-GC-CX,,Permit Issued,Q00500346-I1,Alteration CO,Yes,,Permit Entire,3141.0,1,3,40000.0,181-21 TUDOR ROAD  QUEENS,7240,70,408,B.J. CONSTRUCTION OF NY,40.72272,-73.7878
QUEENS,4156286,9/11/2022,12/9/2021,Q00600418-I1-GC-CX,,Permit Issued,Q00600418-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,7244.0,1,2,593520.0,186-15 AVON ROAD  QUEENS,7264,57,408,STELLAR INDUSTRIES INC,40.72294,-73.77971
QUEENS,4156364,4/14/2022,1/10/2022,Q00496054-I1-GC-CX,,Permit Issued,Q00496054-I1,Alteration CO,,Yes,Permit Entire,3438.74,1,2,419900.0,80-07 189 STREET  QUEENS,7267,64,408,GIM CONSTRUCTION INC,40.72925,-73.77984
QUEENS,4159504,7/14/2022,10/7/2021,Q00481298-I1-GC-CX,,Permit Issued,Q00481298-I1,Alteration CO,,Yes,Permit Entire,3587.0,1,2,154415.0,53-54 208 STREET  QUEENS,7416,32,411,MEGA GENERAL CONSTRUCTION,40.7492,-73.7707
QUEENS,4159751,3/2/2022,10/26/2021,Q00497779-I1-GC-CX,,Permit Issued,Q00497779-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,2513.0,1,2,343250.0,56-33 HOLLIS COURT BOULEVARD  QUEENS,7426,46,411,SPLEN CONSTRUCTION INC,40.74605,-73.77891
QUEENS,4160287,5/2/2022,10/14/2021,Q00521297-I1-GC-CX,,Permit Issued,Q00521297-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,1993.57,1,2,311450.0,56-24 219 STREET  QUEENS,7447,16,411,TT&T CONSTRUCTION INC,40.75129,-73.76049
QUEENS,4163452,5/2/2022,8/23/2021,Q00498445-I1-GC-CX,,Permit Issued,Q00498445-I1,New Building,,,Permit Entire,4066.0,2,2,5000.0,64-42 232 STREET  QUEENS,7666,26,411,TT&T CONSTRUCTION INC,40.74874,-73.74569
QUEENS,4163746,6/18/2022,10/18/2021,Q00509924-I1-GC-CX,,Permit Issued,Q00509924-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,2397.0,2,2,380580.0,69-32 223 STREET  QUEENS,7681,20,411,KE JU CONTRACTING CORP,40.74303,-73.75204
QUEENS,4163924,5/2/2022,12/27/2021,Q00488116-I1-GC-CX,,Permit Issued,Q00488116-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,2345.0,2,2,413000.0,69-58 230 STREET  QUEENS,7688,34,411,TT&T CONSTRUCTION INC,40.74409,-73.74549
QUEENS,4163937,5/2/2022,12/31/2021,Q00606926-I1-GC-CX,,Permit Issued,Q00606926-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,2347.0,2,2,276700.0,69-65 229 STREET  QUEENS,7688,68,411,TT&T CONSTRUCTION INC,40.74378,-73.74573
QUEENS,4163951,9/17/2022,11/15/2021,Q00614934-I1-GC-CX,,Permit Issued,Q00614934-I1,Alteration CO,Yes,Yes,Permit Entire,3571.2,2,2,217780.0,69-07 229 STREET  QUEENS,7688,96,411,J&J DESIGNS INC,40.74523,-73.74641
QUEENS,4164955,8/13/2022,8/13/2021,Q00491610-I1-GC-CX,,Permit Issued,Q00491610-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,,Permit Entire,3518.0,1,2,105500.0,80-34 223 STREET  QUEENS,7798,21,411,FRSS GROUP CORP,40.73452,-73.74755
QUEENS,4164995,4/16/2022,10/29/2021,Q00589974-I1-GC-CX,,Permit Issued,Q00589974-I1,Alteration CO,,Yes,Permit Entire,3890.09,1,2,420263.0,82-18 209 STREET  QUEENS,7800,12,411,MORGAN SERVICES GROUP COR,40.73026,-73.76074
QUEENS,4165428,9/3/2022,12/6/2021,Q00551752-I1-GC,,Permit Issued,Q00551752-I1,Alteration CO,Yes,,Permit Issued,2460.0,1,2,156000.0,85-08 218 STREET  QUEENS,7821,27,411,BANSAL CONSTRUCTION LLC,40.73095,-73.75185
QUEENS,4167781,3/15/2022,1/19/2022,Q00527532-I1-GC-CX,,Permit Issued,Q00527532-I1,Alteration CO,Yes,Yes,Permit Entire,3556.8,2,2,223300.0,237-34 FAIRBURY AVENUE  QUEENS,7997,49,413,PANTANO LANDSCAPING & CON,40.7247,-73.72914
QUEENS,4171340,9/28/2022,12/10/2021,Q00562665-I1-GC-CX,,Permit Issued,Q00562665-I1,New Building,,,Permit Entire,8700.0,1,2,750000.0,49-29 ANNADALE LANE  QUEENS,8249,32,411,SUPREME BUILDERS CORP,40.76805,-73.73121
QUEENS,4171417,3/2/2022,10/13/2021,Q00564000-I1-GC-CX,,Permit Issued,Q00564000-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,1648.0,1,2,558520.0,252-35 LEEDS ROAD  QUEENS,8251,69,411,SPLEN CONSTRUCTION INC,40.76552,-73.72945
QUEENS,4171748,5/2/2022,7/7/2021,Q00514349-I1-GC,,Permit Issued,Q00514349-I1,Alteration CO,,Yes,Permit Entire,2682.0,2,2,311250.0,57-06 246 PLACE  QUEENS,8276,587,411,TT&T CONSTRUCTION INC,40.75802,-73.73243
QUEENS,4172989,7/29/2022,7/29/2021,Q00484890-I1-GC,,Permit Issued,Q00484890-I1,New Building,,,Permit Entire,300.0,0,1,25000.0,58-47 255 STREET  QUEENS,8351,12,411,NY DYNAMIC CONSTRUCTION C,40.76032,-73.72463
QUEENS,4173145,1/21/2022,8/25/2021,Q00511021-I1-GC-CX,,Permit Issued,Q00511021-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,4799.0,1,2,275075.0,63-27 253 STREET  QUEENS,8375,46,411,L&L CONSTRUCTION DEVELOP,40.75568,-73.72468
QUEENS,4173351,2/10/2022,11/18/2021,Q00565024-I1-GC-CX,,Permit Issued,Q00565024-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,4064.16,2,2,577530.0,262-09 GRAND CENTRAL PARKWAY  QUEENS,8396,78,411,MONTI UNITED CONSTRUCTION,40.75919,-73.71976
QUEENS,4173410,3/19/2022,6/2/2021,Q00478037-I1-GC-CX,,Permit Issued,Q00478037-I1,Alteration CO,,Yes,Permit Entire,3630.0,1,2,254100.0,264-35 60 ROAD  QUEENS,8397,109,411,HUA HONG BUILDER CORP,40.76089,-73.71694
QUEENS,4176376,9/11/2022,12/3/2021,Q00568652-S3-CC,,Permit Issued,Q00568652-S3,Alteration CO,Yes,Yes,Permit Entire,3172.79,1,2,3000.0,87-14 250 STREET  QUEENS,8642,28,413,STELLAR INDUSTRIES INC,40.73,-73.71609
QUEENS,4177632,4/30/2022,1/4/2022,Q00527246-S2-FN,,Permit Issued,Q00527246-S2,Alteration CO,,Yes,Permit Entire,2116.2,1,2,5000.0,79-18 262 STREET  QUEENS,8698,40,413,DRM CONSTRUCTION CORP,40.74643,-73.71005
QUEENS,4178958,10/5/2022,10/5/2021,Q00552101-I1-GC-CX,,Permit Issued,Q00552101-I1,Alteration CO,,Yes,Permit Entire,2000.0,1,2,250000.0,82-65 259 STREET  QUEENS,8753,8,413,UNITED GENERAL CONTRA COR,40.73926,-73.70971
QUEENS,4179887,3/5/2022,10/14/2021,Q00580268-I1-ST,,Permit Issued,Q00580268-I1,Alteration CO,No,Yes,Permit Entire,1282.28,1,2,98640.0,84-40 260 STREET  QUEENS,8789,55,413,PATTI CONSTRUCTION CORP,40.73608,-73.70816
QUEENS,4180020,3/1/2022,10/27/2021,Q00593910-I1-GC-CX,,Permit Issued,Q00593910-I1,Alteration CO,Yes,Yes,Permit Entire,2598.0,1,2,233840.0,85-28 256 STREET  QUEENS,8798,24,413,KAIETEUR CONSTRUCTION INC,40.73364,-73.71115
QUEENS,4180117,4/23/2022,8/27/2021,Q85292065-S3-PL,,Permit Issued,Q00495627-S3,New Building,,,Permit Entire,270.0,0,1,5000.0,85-55 260 STREET  QUEENS,8803,11,413,W.R. PLBG AND HTG CORP,40.73397,-73.70677
QUEENS,4180146,11/11/2022,12/9/2021,Q00533111-I1-GC-CX,,Permit Issued,Q00533111-I1,Alteration CO,Yes,Yes,Permit Issued,3023.0,1,2,346050.0,261-11 86 AVENUE  QUEENS,8804,3,413,MMDK552 GROUP LLC,40.73404,-73.70549
QUEENS,4181643,11/7/2022,12/8/2021,Q00493399-I1-GC,,Permit Issued,Q00493399-I1,New Building,,,Permit Entire,283.0,0,1,16980.0,84-05 FOREST PARKWAY  QUEENS,8858,1,409,SHIN-YANG CONSTRUCTION IN,40.69581,-73.86206
QUEENS,4186060,2/22/2022,11/3/2021,Q00525306-S2-FN,,Permit Issued,Q00525306-S2,New Building,,,Permit Entire,427.0,0,1,2000.0,91-44 87 STREET  QUEENS,8980,24,409,ARCH 2 STUDIO LLC,40.68691,-73.85536
QUEENS,4198068,2/12/2022,11/18/2021,Q00560885-I1-GC-CX,,Permit Issued,Q00560885-I1,Alteration CO,Yes,,Permit Entire,3349.0,2,2,132320.0,95-18 113 STREET  QUEENS,9414,15,409,SURAJ CONSTRUCTION  INC,40.6905,-73.83224
QUEENS,4206524,10/1/2022,1/9/2022,Q00495324-S2-MS,,Permit Issued,Q00495324-S2,New Building,,,Permit Entire,247314.0,0,9,1950000.0,80-25 126 STREET  QUEENS,9657,1,409,HUNTER ROBERTS CONSTRUCTI,40.71445,-73.82612
QUEENS,4208543,6/28/2022,10/15/2021,Q00511054-I1-GC-CX,,Permit Issued,Q00511054-I1,Alteration CO,Yes,Yes,Permit Entire,6484.0,1,2,300000.0,147-46 84 ROAD  QUEENS,9740,165,408,BIG APPLE CONTRACTORS LLC,40.71236,-73.8107
QUEENS,4210833,2/10/2022,8/4/2021,Q00486377-I1-GC,,Permit Issued,Q00486377-I1,New Building,,,Permit Entire,304.0,0,1,30000.0,84-28 CHAPIN PARKWAY  QUEENS,9855,24,408,PERSPECTIVE GENERAL CONST,40.71385,-73.79949
QUEENS,4213360,5/13/2022,7/23/2021,Q00536614-I1-GC,,Permit Issued,Q00536614-I1,New Building,,,Permit Entire,398.0,1,1,30000.0,85-02 CHELSEA STREET  QUEENS,9957,27,408,D'ART HOME IMPROVEMENT IN,40.71728,-73.78004
QUEENS,4218573,3/19/2022,9/22/2021,Q00539612-I1-MS,,Permit Issued,Q00539612-I1,Alteration CO,Yes,Yes,Permit Entire,3204.0,2,2,218600.0,108-15 171 STREET  QUEENS,10254,53,412,GBI CONTRACTING  LLC,40.69857,-73.78485
QUEENS,4219171,3/28/2022,12/8/2021,Q00620369-I1-GC-CX,,Permit Issued,Q00620369-I1,Alteration CO,,Yes,Permit Entire,3167.0,2,2,237120.0,110-22 178 STREET  QUEENS,10276,19,412,RASHBI DEVELOPMENT INC,40.69787,-73.77642
QUEENS,4219348,3/28/2022,12/3/2021,Q00547785-I1-ST,,Permit Issued,Q00547785-I1,Alteration CO,,Yes,Permit Entire,2733.0,2,2,235040.0,175-09 SAYRES AVENUE  QUEENS,10285,35,412,RASHBI DEVELOPMENT INC,40.69549,-73.77726
QUEENS,4220932,6/29/2022,6/29/2021,Q00515408-I1-GC-CX,,Permit Issued,Q00515408-I1,Alteration CO,Yes,,Permit Entire,3111.0,2,2,288840.0,187-15 LUDLUM AVENUE  QUEENS,10373,32,412,YAFE MEOD CORP,40.70513,-73.76918
QUEENS,4223996,5/14/2022,8/3/2021,Q00493846-I1-GC,,Permit Issued,Q00493846-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Entire,7014.0,1,2,561120.0,193-31 SALERNO AVENUE  QUEENS,10515,95,408,EMPIRE GROUP NYC LLC,40.71984,-73.77006
QUEENS,4224325,10/17/2022,12/20/2021,Q00494635-I1-GC-CX,,Permit Issued,Q00494635-I1,Alteration CO,Yes,Yes,Permit Entire,5713.5,1,2,255035.0,199-01 EPSOM COURSE  QUEENS,10528,28,408,SMILE & SMILE GC INC,40.72405,-73.76654
QUEENS,4230307,10/21/2022,1/13/2022,Q00617628-I1-GC-CX,,Permit Issued,Q00617628-I1,Alteration CO,Yes,,Permit Entire,2777.0,2,2,258805.0,222-24 FAIRBURY AVENUE  QUEENS,10745,18,413,HOLLIS NYC CONSTRUCTION,40.72389,-73.7328
QUEENS,4232510,5/6/2022,1/5/2022,Q00609668-S2-FN,,Permit Issued,Q00609668-S2,Alteration CO,Yes,,Permit Entire,3718.29,2,2,3500.0,205-07 104 AVENUE  QUEENS,10872,38,412,HAYDEN BROWN CONS CORP,40.71019,-73.75399
QUEENS,4234450,6/27/2022,12/6/2021,Q00620356-S2-FN,,Permit Issued,Q00620356-S2,Alteration CO,Yes,No,Permit Entire,3600.0,2,2,3000.0,190-55 111 AVENUE  QUEENS,10949,51,412,S.GOOLCHARAN CONSTRUCTION,40.70246,-73.76362
QUEENS,4237446,3/28/2022,10/6/2021,Q00600544-I1-GC-CX,,Permit Issued,Q00600544-I1,Alteration CO,Yes,,Permit Entire,3032.0,2,2,252640.0,194-19 115 DRIVE  QUEENS,11035,55,412,RASHBI DEVELOPMENT INC,40.69553,-73.75828
QUEENS,4238218,7/6/2022,12/10/2021,Q00510863-I1-GC,,Permit Issued,Q00510863-I1,Alteration CO,Yes,No,Permit Entire,2006.0,0,1,253620.0,189-19 LINDEN BOULEVARD  QUEENS,11059,28,412,NY CC CONSTRUCTION CORP,40.69205,-73.76176
QUEENS,4238306,1/17/2023,1/17/2022,Q00545270-I1-GC-CX,,Permit Issued,Q00545270-I1,New Building,,,Permit Entire,300.0,1,1,12000.0,116-34 194 STREET  QUEENS,11064,76,412,DONOVAN PETGRAVE,40.69352,-73.75829
QUEENS,4241316,3/10/2022,11/29/2021,Q00539122-I1-GC,,Permit Issued,Q00539122-I1,New Building,,,Permit Entire,400.0,1,1,20000.0,109-05 SPRINGFIELD BOULEVARD  QUEENS,11197,55,413, I AM  CONSTRUCTION INC,40.7086,-73.7379
QUEENS,4241719,9/17/2022,12/31/2021,Q00642335-I1-GC-CX,,Permit Issued,Q00642335-I1,Alteration CO,Yes,Yes,Permit Entire,3488.0,2,2,319040.0,219-19 113 AVENUE  QUEENS,11216,64,413,J&J DESIGNS INC,40.70428,-73.73735
QUEENS,4252739,8/9/2022,8/9/2021,Q00477731-I1-GC-CX,,Permit Issued,Q00477731-I1,Alteration CO,Yes,,Permit Entire,2629.0,2,2,255320.0,128-16 116 AVENUE  QUEENS,11685,8,410,STELLAR INDUSTRIES INC,40.67746,-73.81009
QUEENS,4252982,3/1/2022,7/20/2021,Q00483884-I1-GC-CX,,Permit Issued,Q00483884-I1,New Building,,,Permit Entire,300.0,0,1,37500.0,116-42 VAN WYCK EXPRESSWAY  QUEENS,11691,26,410,KAIETEUR CONSTRUCTION INC,40.67804,-73.8042
QUEENS,4253526,7/12/2022,1/20/2022,Q00509063-I1-GC-CX,,Permit Issued,Q00509063-I1,Alteration CO,Yes,,Permit Entire,3319.0,1,2,169845.0,115-75 LEFFERTS BOULEVARD  QUEENS,11712,15,410,RAE MGMT INC,40.67475,-73.81923
QUEENS,4253939,4/30/2022,9/20/2021,Q00544464-I1-GC-CX,,Permit Issued,Q00544464-I1,Alteration CO,Yes,,Permit Entire,2563.14,2,2,197775.0,130-35 118 STREET  QUEENS,11725,19,410,DRM CONSTRUCTION CORP,40.67327,-73.82074
QUEENS,4254523,3/4/2022,7/22/2021,Q00521731-I1-GC-CX,,Permit Issued,Q00521731-I1,Alteration CO,Yes,Yes,Permit Entire,3597.18,2,2,272900.0,133-05 121 STREET  QUEENS,11742,34,410,NOVELTY CONSTRUCTION CORP,40.6717,-73.81826
QUEENS,4254525,3/1/2022,9/15/2021,Q00501432-I1-GC-CX,,Permit Issued,Q00501432-I1,Alteration CO,Yes,Yes,Permit Entire,3578.0,2,2,298230.0,133-06 122 STREET  QUEENS,11742,43,410,KAIETEUR CONSTRUCTION INC,40.67167,-73.8179
QUEENS,4254846,3/1/2022,11/8/2021,Q00604536-I1-GC-CX,,Permit Issued,Q00604536-I1,Alteration CO,Yes,Yes,Permit Entire,3485.0,2,2,283950.0,119-40 130 STREET  QUEENS,11751,27,410,KAIETEUR CONSTRUCTION INC,40.6738,-73.80865
QUEENS,4255308,3/24/2022,12/28/2021,Q00580709-S1-MS,,Permit Issued,Q00580709-S1,New Building,,,Permit Entire,3120.0,2,2,20000.0,125-09 133 AVENUE  QUEENS,11763,6,410,SATGUR CONSTRUCTION  INC,40.67137,-73.81347
QUEENS,4255714,3/1/2022,9/8/2021,Q00525497-I1-GC,,Permit Issued,Q00525497-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,,Permit Entire,1690.5,1,2,200000.0,129-13 135 PLACE  QUEENS,11775,211,410,KAIETEUR CONSTRUCTION INC,40.67194,-73.80238
QUEENS,4256050,7/22/2022,11/18/2021,Q00490987-I1-GC,,Permit Issued,Q00490987-I1,New Building,,,Permit Entire,390.0,0,1,10000.0,133-15 125 STREET  QUEENS,11784,28,410,YAFE MEOD CORP,40.67062,-73.81378
QUEENS,4257893,2/9/2022,12/17/2021,Q00556613-I1-GC,,Permit Issued,Q00556613-I1,Alteration CO,Yes,Yes,Permit Entire,2454.41,2,2,127992.66,109-11 PINEGROVE STREET  QUEENS,11934,47,412,HELMSLEY GROUP INC,40.68868,-73.80226
QUEENS,4258580,7/15/2022,7/15/2021,Q00524948-I1-GC,,Permit Issued,Q00524948-I1,New Building,,,Permit Issued,383.0,0,1,15000.0,111-44 143 STREET  QUEENS,11958,22,412,R&R CONTRACTING MGMT CORP,40.68483,-73.80135
QUEENS,4259778,3/28/2022,12/3/2021,Q00592324-I1-ST,,Signed-off,Q00592324-I1,Alteration CO,,Yes,Permit Entire,2690.0,2,2,253720.0,115-29 145 STREET  QUEENS,11989,34,412,RASHBI DEVELOPMENT INC,40.68221,-73.79739
QUEENS,4260104,6/28/2022,6/28/2021,Q00489158-I1-GC,,Permit Issued,Q00489158-I1,Alteration CO,Yes,Yes,Permit Entire,3519.0,2,2,413180.0,116-19 140 STREET  QUEENS,11998,248,412,NY DYNAMIC CONSTRUCTION C,40.67955,-73.8014
QUEENS,4261282,5/5/2022,10/7/2021,Q00559133-I1-GC-CX,,Permit Issued,Q00559133-I1,Alteration CO,Yes,,Permit Entire,3128.0,2,2,267880.0,120-17 142 PLACE  QUEENS,12037,10,412,MORELL BUILDERS INC,40.67582,-73.79797
QUEENS,4262730,3/1/2022,10/27/2021,Q00593914-I1-GC-CX,,Permit Issued,Q00593914-I1,Alteration CO,Yes,No,Permit Entire,3014.0,2,2,255980.0,128-39 146 STREET  QUEENS,12105,1,412,KAIETEUR CONSTRUCTION INC,40.67068,-73.79208
QUEENS,4264603,3/1/2022,11/16/2021,Q00570890-I1-GC-CX,,Permit Issued,Q00570890-I1,Alteration CO,Yes,Yes,Permit Entire,1971.0,2,2,222690.0,159-14 115 ROAD  QUEENS,12199,8,412,KAIETEUR CONSTRUCTION INC,40.68746,-73.7865
QUEENS,4265145,4/2/2022,7/19/2021,Q00481346-I1-GC,,Permit Issued,Q00481346-I1,Alteration CO,Yes,Yes,Permit Entire,3347.0,2,2,220550.0,150-41 119 ROAD  QUEENS,12210,18,412,A & I DEVELOPERS INC,40.67908,-73.79003
QUEENS,4265399,3/2/2022,10/6/2021,Q00533869-I1-GC-CX,,Permit Issued,Q00533869-I1,Alteration CO,,Yes,Permit Entire,2184.0,2,2,0.0,12118 155 STREET  QUEENS,12220,32,412,SPLEN CONSTRUCTION INC,40.67736,-73.78714
QUEENS,4265723,3/15/2022,9/22/2021,Q00512966-S2-FN,,Permit Issued,Q00512966-S2,Alteration CO,Yes,Yes,Permit Entire,4496.04,2,2,3500.0,160-32 119 DRIVE  QUEENS,12247,22,412,PANTANO LANDSCAPING & CON,40.68013,-73.78354
QUEENS,4266340,3/1/2022,10/29/2021,Q00504673-I1-GC-CX,,Permit Issued,Q00504673-I1,Alteration CO,Yes,Yes,Permit Entire,3729.0,2,2,259000.0,159-03 132 AVENUE  QUEENS,12284,65,412,KAIETEUR CONSTRUCTION INC,40.67382,-73.7794
QUEENS,4266406,5/6/2022,1/17/2022,Q00622081-I1-GC-CX,,Permit Issued,Q00622081-I1,Alteration CO,Yes,Yes,Permit Entire,3555.5,2,2,278444.0,133-07 160 STREET  QUEENS,12287,110,412,HAYDEN BROWN CONS CORP,40.67344,-73.77764
QUEENS,4266830,3/1/2022,12/3/2021,Q00578677-I1-GC-CX,,Permit Issued,Q00578677-I1,ALT-CO - New Building with Existing Elements to Remain,Yes,Yes,Permit Issued,3997.0,2,2,279900.0,140-28 159 STREET  QUEENS,12314,144,412,KAIETEUR CONSTRUCTION INC,40.66881,-73.7765
